index_id	source_id	source_file	source_sha256	source_role	unit_kind	locator	raw_match_line	text_quality	quote_anchor_ready	status	disposition	reason	note
SRC-0011	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.3.7	174	recovered-glyph-map-v1	YES	CLOSED			Closed by atomic-single user-cron-files-mode v2 control. Population: direct regular non-symlink per-user crontab files under canonical /var/spool/cron/crontabs only; the parent /var/spool/cron is not a population root, so unrelated parent objects and atd siblings cannot be misclassified. Exact chmod go-w maps to bits-clear 0022; ambiguity at admitted direct entries is ERROR. | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt
SRC-0012	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.3.8	176	recovered-glyph-map-v1	YES	CLOSED			Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt | Closed by standard-system-paths-mode v2. Executable population includes only regular targets with at least one execute bit under canonical roots plus every absolute root-PATH entry; library roots include /lib,/lib64,/usr/lib,/usr/lib64,/usr/local/lib,/usr/local/lib64; current-kernel modules use /lib/modules/<uname-r>. Numeric bits-clear 0022 remains explicitly derived.
SRC-0013	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.3.9	183	recovered-glyph-map-v1	YES	CLOSED			Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt | Closed by exact-control-set over all non-pseudo mounted-filesystem SUID/SGID regular files, including nosuid mounts. MODE requires bits-clear 0022; ALLOWLIST independently checks absence of unapproved applications via explicit local authority; observation/authority ambiguity fails closed.
SRC-0014	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.3.10	191	recovered-glyph-map-v1	YES	CLOSED			Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt | Closed by home-sensitive-files-mode v2 over direct (mindepth=1,maxdepth=1) entries of /home, including service/system home directories (decision 23.09.2026, supersedes the /etc/passwd-based population; /etc/passwd is not read). Checked names are a closed built-in set: the eight literal examples plus common shell basenames (Bash/zsh/ksh/mksh/csh/tcsh/xonsh), direct entries of each home only; no authority file is read and files below the first level of a home are out of scope (decision 23.09.2026, step (b)); broad *rc/*env matching is forbidden.
SRC-0015	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.3.11	200	recovered-glyph-map-v1	YES	CLOSED			Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt | Closed by home-directories-mode v2 over all syntactically valid local /etc/passwd accounts with absolute home paths, including service/system accounts. Each existing real home directory must have exact mode 0700; absent path is not a mode violation; symlink/non-directory/malformed input fails closed.
SRC-0016	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.4.1	205	recovered-glyph-map-v1	YES	CLOSED			Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt | Step 5 sysctl pilot: represented by FSTEC-LINUX-2022-2.4.1-DMESG-RESTRICT.
SRC-0017	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.4.2	209	recovered-glyph-map-v1	YES	CLOSED			Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt | Step 5 sysctl pilot: represented by FSTEC-LINUX-2022-2.4.2-KPTR-RESTRICT.
SRC-0018	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.4.3	211	recovered-glyph-map-v1	YES	CLOSED			Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt
SRC-0019	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.4.4	221	recovered-glyph-map-v1	YES	CLOSED			Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt
SRC-0020	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.4.5	224	recovered-glyph-map-v1	YES	CLOSED			Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt
SRC-0021	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.4.6	229	recovered-glyph-map-v1	YES	CLOSED			Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt
SRC-0022	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.4.7	233	recovered-glyph-map-v1	YES	CLOSED			Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt
SRC-0023	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.4.8	236	recovered-glyph-map-v1	YES	CLOSED			Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt | Step 5 sysctl pilot: represented by FSTEC-LINUX-2022-2.4.8-BPF-JIT-HARDEN.
SRC-0024	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.5.1	243	recovered-glyph-map-v1	YES	CLOSED			Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt
SRC-0025	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.5.2	248	recovered-glyph-map-v1	YES	CLOSED			Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt | Step 5 sysctl pilot: represented by FSTEC-LINUX-2022-2.5.2-PERF-EVENT-PARANOID.
SRC-0026	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.5.3	251	recovered-glyph-map-v1	YES	CLOSED			Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt | Closed by FSTEC-LINUX-2022-2.5.3-DEBUGFS; source baseline no-mount and preferred off are represented as ordered kernel-cmdline one-of 'off|no-mount'; both listed values are compliant and the adapter does not infer kernel support for the preferred value.
SRC-0027	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.5.4	255	recovered-glyph-map-v1	YES	CLOSED			Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt | Step 5 sysctl pilot: represented by FSTEC-LINUX-2022-2.5.4-KEXEC-LOAD-DISABLED.
SRC-0028	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.5.5	258	recovered-glyph-map-v1	YES	CLOSED			Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt | Corpus expansion 2026-08-19: represented by FSTEC-LINUX-2022-2.5.5-MAX-USER-NAMESPACES.
SRC-0029	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.5.6	264	recovered-glyph-map-v1	YES	CLOSED			Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt | Corpus expansion 2026-08-19: represented by FSTEC-LINUX-2022-2.5.6-UNPRIVILEGED-BPF-DISABLED.
SRC-0030	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.5.7	274	recovered-glyph-map-v1	YES	CLOSED			Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt | Closed by atomic-single exact sysctl control.
SRC-0031	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.5.8	276	recovered-glyph-map-v1	YES	CLOSED			Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt | Closed by atomic-single exact sysctl control.
SRC-0032	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.5.9	279	recovered-glyph-map-v1	YES	CLOSED			Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt
SRC-0033	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.5.10	282	recovered-glyph-map-v1	YES	CLOSED			Closed by FSTEC-LINUX-2022-2.5.10-MMAP-MIN-ADDR. Source lower bound '4096 or greater' is represented exactly as sysctl ge 4096; eq substitution is forbidden. | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt
SRC-0034	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.5.11	286	recovered-glyph-map-v1	YES	CLOSED			Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt | Closed by exact two-control set: sysctl kernel.randomize_va_space=2 plus explicit local TESTED-BEFORE-USE attestation; the product authority represents the source procedural qualifier without inventing a FSTEC test method.
SRC-0035	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.6.1	297	recovered-glyph-map-v1	YES	CLOSED			Gate-1 quote block lifted by glyph-ID recovery v1 (RECOVERY-MANIFEST.tsv). | Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt | Corpus expansion 2026-08-19: represented by FSTEC-LINUX-2022-2.6.1-PTRACE-SCOPE.
SRC-0036	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.6.2	299	recovered-glyph-map-v1	YES	CLOSED			Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt | Closed by atomic-single exact sysctl control.
SRC-0037	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.6.3	304	recovered-glyph-map-v1	YES	CLOSED			Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt | Closed by atomic-single exact sysctl control.
SRC-0038	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.6.4	309	recovered-glyph-map-v1	YES	CLOSED			Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt | Closed by atomic-single exact sysctl control.
SRC-0039	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.6.5	313	recovered-glyph-map-v1	YES	CLOSED			Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt | Closed by atomic-single exact sysctl control.
SRC-0040	fstec-linux-2022	fstec-linux-2022.pdf	350f00669436b1d505499b41f1f069bde335e5845441f8985209e1844620967d	technical-core	numbered-position	2.6.6	317	recovered-glyph-map-v1	YES	CLOSED			Quote-anchor text source: sources/recovered-v1/norm-v1/fstec-linux-2022.txt | Terminal PDF rule-line removed by exact source-specific EOF furniture rule; closed by atomic-single exact sysctl control.
SRC-0041	fstec-logging-2025	fstec-logging-2025.pdf	2db44a4eebf1ec87986e0aea43f7b1c907e4ef21c052f01a2879e6d458a28a64	technical-core	general-numbered-position	main:1	10	readable	YES	OPEN			
SRC-0042	fstec-logging-2025	fstec-logging-2025.pdf	2db44a4eebf1ec87986e0aea43f7b1c907e4ef21c052f01a2879e6d458a28a64	technical-core	general-numbered-position	main:2	22	readable	YES	OPEN			
SRC-0043	fstec-logging-2025	fstec-logging-2025.pdf	2db44a4eebf1ec87986e0aea43f7b1c907e4ef21c052f01a2879e6d458a28a64	technical-core	general-numbered-position	main:3	26	readable	YES	OPEN			
SRC-0044	fstec-logging-2025	fstec-logging-2025.pdf	2db44a4eebf1ec87986e0aea43f7b1c907e4ef21c052f01a2879e6d458a28a64	technical-core	general-numbered-position	main:4	40	readable	YES	OPEN			
SRC-0045	fstec-logging-2025	fstec-logging-2025.pdf	2db44a4eebf1ec87986e0aea43f7b1c907e4ef21c052f01a2879e6d458a28a64	technical-core	general-numbered-position	main:5	55	readable	YES	OPEN			
SRC-0046	fstec-logging-2025	fstec-logging-2025.pdf	2db44a4eebf1ec87986e0aea43f7b1c907e4ef21c052f01a2879e6d458a28a64	technical-core	general-numbered-position	main:6	57	readable	YES	OPEN			
SRC-0047	fstec-logging-2025	fstec-logging-2025.pdf	2db44a4eebf1ec87986e0aea43f7b1c907e4ef21c052f01a2879e6d458a28a64	technical-core	general-numbered-position	main:7	59	readable	YES	OPEN			
SRC-0048	fstec-logging-2025	fstec-logging-2025.pdf	2db44a4eebf1ec87986e0aea43f7b1c907e4ef21c052f01a2879e6d458a28a64	technical-core	general-numbered-position	main:8	75	readable	YES	OPEN			
SRC-0049	fstec-logging-2025	fstec-logging-2025.pdf	2db44a4eebf1ec87986e0aea43f7b1c907e4ef21c052f01a2879e6d458a28a64	technical-core	general-numbered-position	main:9	96	readable	YES	OPEN			
SRC-0050	fstec-logging-2025	fstec-logging-2025.pdf	2db44a4eebf1ec87986e0aea43f7b1c907e4ef21c052f01a2879e6d458a28a64	technical-core	linux-appendix2-position	appendix2-linux:1	574	readable	YES	OPEN			
SRC-0051	fstec-logging-2025	fstec-logging-2025.pdf	2db44a4eebf1ec87986e0aea43f7b1c907e4ef21c052f01a2879e6d458a28a64	technical-core	linux-appendix2-position	appendix2-linux:2	578	readable	YES	OPEN			
SRC-0052	fstec-logging-2025	fstec-logging-2025.pdf	2db44a4eebf1ec87986e0aea43f7b1c907e4ef21c052f01a2879e6d458a28a64	technical-core	linux-appendix2-position	appendix2-linux:3	582	readable	YES	OPEN			
SRC-0053	fstec-logging-2025	fstec-logging-2025.pdf	2db44a4eebf1ec87986e0aea43f7b1c907e4ef21c052f01a2879e6d458a28a64	technical-core	linux-appendix2-position	appendix2-linux:4	588	readable	YES	OPEN			
SRC-0054	fstec-logging-2025	fstec-logging-2025.pdf	2db44a4eebf1ec87986e0aea43f7b1c907e4ef21c052f01a2879e6d458a28a64	technical-core	linux-appendix2-position	appendix2-linux:5	656	readable	YES	OPEN			
SRC-0055	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	1.1	16	readable	YES	OPEN			
SRC-0056	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	1.2	165	readable	YES	OPEN			
SRC-0057	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	1.3	167	readable	YES	OPEN			
SRC-0058	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	1.4	173	readable	YES	OPEN			
SRC-0059	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	1.5	175	readable	YES	OPEN			
SRC-0060	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	2.1	181	readable	YES	OPEN			
SRC-0061	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	2.2	238	readable	YES	OPEN			
SRC-0062	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	2.3	239	readable	YES	OPEN			
SRC-0063	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	2.4	241	readable	YES	OPEN			
SRC-0064	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	2.5	266	readable	YES	OPEN			
SRC-0065	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	3.1	361	readable	YES	OPEN			
SRC-0066	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	3.2	364	readable	YES	OPEN			
SRC-0067	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	3.3	382	readable	YES	OPEN			
SRC-0068	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	3.4	385	readable	YES	OPEN			
SRC-0069	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	3.5	387	readable	YES	OPEN			
SRC-0070	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	unnumbered-recommendation	4:[unnumbered-recommendation]	396	readable	YES	OPEN			Synthetic structural locator; source section 4 has no numbered subpoint.
SRC-0071	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	5.1	425	readable	YES	OPEN			
SRC-0072	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	5.2	427	readable	YES	OPEN			
SRC-0073	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	5.3	429	readable	YES	OPEN			
SRC-0074	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	5.4	432	readable	YES	OPEN			
SRC-0075	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	5.5	438	readable	YES	OPEN			
SRC-0076	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	6.1	445	readable	YES	OPEN			
SRC-0077	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	6.2	447	readable	YES	OPEN			
SRC-0078	fstec-configuration-2026	fstec-configuration-2026.pdf	1f2e53a3c047cd1a21f2f99e8605f7ba7a7680a45fc332b8236199b049c3dad6	technical-core	numbered-subpoint	6.3	449	readable	YES	OPEN			
