candidate_id	source_sha256	category	probe_kind_candidate	module	source_function	source_line	locator	key	expected	expected_semantics	condition	extraction_status	note
SCRIPT-0011	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	sysctl	sysctl	SYSCTL_ATTACK_SURFACE_CONTENT	TOPLEVEL	113	/etc/sysctl.d/61-securelinux-ng-attack-surface.conf	user.max_user_namespaces	0	eq		resolved_candidate	source_var=SYSCTL_ATTACK_SURFACE_CONTENT
SCRIPT-0012	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	sysctl	sysctl	SYSCTL_USERSPACE_PROTECTION_CONTENT	TOPLEVEL	116	/etc/sysctl.d/99-securelinux-ng-userspace-protection.conf	fs.protected_symlinks	1	eq		resolved_candidate	source_var=SYSCTL_USERSPACE_PROTECTION_CONTENT
SCRIPT-0013	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	sysctl	sysctl	SYSCTL_USERSPACE_PROTECTION_CONTENT	TOPLEVEL	116	/etc/sysctl.d/99-securelinux-ng-userspace-protection.conf	fs.protected_hardlinks	1	eq		resolved_candidate	source_var=SYSCTL_USERSPACE_PROTECTION_CONTENT
SCRIPT-0014	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	sysctl	sysctl	SYSCTL_USERSPACE_PROTECTION_CONTENT	TOPLEVEL	116	/etc/sysctl.d/99-securelinux-ng-userspace-protection.conf	fs.protected_fifos	2	eq		resolved_candidate	source_var=SYSCTL_USERSPACE_PROTECTION_CONTENT
SCRIPT-0015	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	sysctl	sysctl	SYSCTL_USERSPACE_PROTECTION_CONTENT	TOPLEVEL	116	/etc/sysctl.d/99-securelinux-ng-userspace-protection.conf	fs.protected_regular	2	eq		resolved_candidate	source_var=SYSCTL_USERSPACE_PROTECTION_CONTENT
SCRIPT-0016	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	sysctl	sysctl	SYSCTL_USERSPACE_PROTECTION_CONTENT	TOPLEVEL	116	/etc/sysctl.d/99-securelinux-ng-userspace-protection.conf	fs.suid_dumpable	0	eq		resolved_candidate	source_var=SYSCTL_USERSPACE_PROTECTION_CONTENT
SCRIPT-0017	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	sysctl	sysctl	SYSCTL_NETWORK_CONTENT	TOPLEVEL	125	/etc/sysctl.d/62-securelinux-ng-network.conf	net.ipv4.ip_forward	0	eq		resolved_candidate	source_var=SYSCTL_NETWORK_CONTENT
SCRIPT-0018	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	sysctl	sysctl	SYSCTL_NETWORK_CONTENT	TOPLEVEL	125	/etc/sysctl.d/62-securelinux-ng-network.conf	net.ipv6.conf.all.forwarding	0	eq		resolved_candidate	source_var=SYSCTL_NETWORK_CONTENT
SCRIPT-0019	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	sysctl	sysctl	SYSCTL_NETWORK_CONTENT	TOPLEVEL	125	/etc/sysctl.d/62-securelinux-ng-network.conf	net.ipv4.conf.all.log_martians	1	eq		resolved_candidate	source_var=SYSCTL_NETWORK_CONTENT
SCRIPT-0020	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	sysctl	sysctl	SYSCTL_NETWORK_CONTENT	TOPLEVEL	125	/etc/sysctl.d/62-securelinux-ng-network.conf	net.ipv4.conf.default.log_martians	1	eq		resolved_candidate	source_var=SYSCTL_NETWORK_CONTENT
SCRIPT-0021	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	sysctl	sysctl	SYSCTL_NETWORK_CONTENT	TOPLEVEL	125	/etc/sysctl.d/62-securelinux-ng-network.conf	net.ipv4.conf.all.rp_filter	1	eq		resolved_candidate	source_var=SYSCTL_NETWORK_CONTENT
SCRIPT-0022	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	sysctl	sysctl	SYSCTL_NETWORK_CONTENT	TOPLEVEL	125	/etc/sysctl.d/62-securelinux-ng-network.conf	net.ipv4.conf.default.rp_filter	1	eq		resolved_candidate	source_var=SYSCTL_NETWORK_CONTENT
SCRIPT-0023	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	sysctl	sysctl	SYSCTL_NETWORK_CONTENT	TOPLEVEL	125	/etc/sysctl.d/62-securelinux-ng-network.conf	net.ipv4.conf.all.accept_redirects	0	eq		resolved_candidate	source_var=SYSCTL_NETWORK_CONTENT
SCRIPT-0024	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	sysctl	sysctl	SYSCTL_NETWORK_CONTENT	TOPLEVEL	125	/etc/sysctl.d/62-securelinux-ng-network.conf	net.ipv4.conf.default.accept_redirects	0	eq		resolved_candidate	source_var=SYSCTL_NETWORK_CONTENT
SCRIPT-0025	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	sysctl	sysctl	SYSCTL_NETWORK_CONTENT	TOPLEVEL	125	/etc/sysctl.d/62-securelinux-ng-network.conf	net.ipv6.conf.all.accept_redirects	0	eq		resolved_candidate	source_var=SYSCTL_NETWORK_CONTENT
SCRIPT-0026	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	sysctl	sysctl	SYSCTL_NETWORK_CONTENT	TOPLEVEL	125	/etc/sysctl.d/62-securelinux-ng-network.conf	net.ipv6.conf.default.accept_redirects	0	eq		resolved_candidate	source_var=SYSCTL_NETWORK_CONTENT
SCRIPT-0027	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	sysctl	sysctl	SYSCTL_NETWORK_CONTENT	TOPLEVEL	125	/etc/sysctl.d/62-securelinux-ng-network.conf	net.ipv4.conf.all.send_redirects	0	eq		resolved_candidate	source_var=SYSCTL_NETWORK_CONTENT
SCRIPT-0028	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	sysctl	sysctl	SYSCTL_NETWORK_CONTENT	TOPLEVEL	125	/etc/sysctl.d/62-securelinux-ng-network.conf	net.ipv4.conf.default.send_redirects	0	eq		resolved_candidate	source_var=SYSCTL_NETWORK_CONTENT
SCRIPT-0029	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	sysctl	sysctl	SYSCTL_NETWORK_CONTENT	TOPLEVEL	125	/etc/sysctl.d/62-securelinux-ng-network.conf	net.ipv4.tcp_syncookies	1	eq		resolved_candidate	source_var=SYSCTL_NETWORK_CONTENT
SCRIPT-0030	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	sysctl	sysctl	SYSCTL_NETWORK_CONTENT	TOPLEVEL	125	/etc/sysctl.d/62-securelinux-ng-network.conf	net.ipv4.icmp_echo_ignore_broadcasts	1	eq		resolved_candidate	source_var=SYSCTL_NETWORK_CONTENT
SCRIPT-0031	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	sysctl	sysctl	SYSCTL_NETWORK_CONTENT	TOPLEVEL	125	/etc/sysctl.d/62-securelinux-ng-network.conf	net.ipv4.icmp_ignore_bogus_error_responses	1	eq		resolved_candidate	source_var=SYSCTL_NETWORK_CONTENT
SCRIPT-0032	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	sysctl	sysctl	SYSCTL_NETWORK_CONTENT	TOPLEVEL	125	/etc/sysctl.d/62-securelinux-ng-network.conf	net.ipv4.tcp_syn_retries	3	eq		resolved_candidate	source_var=SYSCTL_NETWORK_CONTENT
SCRIPT-0033	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	fs_critical_files	fs_expected_mode	14458	/etc/passwd	mode	0644	eq		resolved_candidate	
SCRIPT-0034	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	fs_critical_files	fs_expected_mode	14458	/etc/group	mode	0644	eq		resolved_candidate	
SCRIPT-0035	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	fs_critical_files	fs_mode_compliant	14474	/etc/shadow	mode	group/other bits == 0	constraint		resolved_candidate	Do not convert to a guessed exact mode.
SCRIPT-0036	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	cron_targets	CRON_CRITICAL_TARGETS	134	/etc/crontab	mode	0600	eq		resolved_candidate	
SCRIPT-0037	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	cron_targets	CRON_CRITICAL_TARGETS	134	/etc/crontab	owner_group	root:root	eq		resolved_candidate	
SCRIPT-0038	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	cron_targets	CRON_CRITICAL_TARGETS	135	/etc/cron.d	mode	0700	eq		resolved_candidate	
SCRIPT-0039	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	cron_targets	CRON_CRITICAL_TARGETS	135	/etc/cron.d	owner_group	root:root	eq		resolved_candidate	
SCRIPT-0040	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	cron_targets	CRON_CRITICAL_TARGETS	136	/etc/cron.hourly	mode	0700	eq		resolved_candidate	
SCRIPT-0041	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	cron_targets	CRON_CRITICAL_TARGETS	136	/etc/cron.hourly	owner_group	root:root	eq		resolved_candidate	
SCRIPT-0042	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	cron_targets	CRON_CRITICAL_TARGETS	137	/etc/cron.daily	mode	0700	eq		resolved_candidate	
SCRIPT-0043	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	cron_targets	CRON_CRITICAL_TARGETS	137	/etc/cron.daily	owner_group	root:root	eq		resolved_candidate	
SCRIPT-0044	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	cron_targets	CRON_CRITICAL_TARGETS	138	/etc/cron.weekly	mode	0700	eq		resolved_candidate	
SCRIPT-0045	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	cron_targets	CRON_CRITICAL_TARGETS	138	/etc/cron.weekly	owner_group	root:root	eq		resolved_candidate	
SCRIPT-0046	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	cron_targets	CRON_CRITICAL_TARGETS	139	/etc/cron.monthly	mode	0700	eq		resolved_candidate	
SCRIPT-0047	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	cron_targets	CRON_CRITICAL_TARGETS	139	/etc/cron.monthly	owner_group	root:root	eq		resolved_candidate	
SCRIPT-0048	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	runtime_paths	apply_runtime_paths_module	2603	<runtime executable paths selected by module>	mode	group/other write bits == 0	constraint		dynamic_locator_candidate	
SCRIPT-0049	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	cron_command_paths	apply_cron_command_paths_module	2603	<cron command executable paths selected by module>	mode	group/other write bits == 0	constraint		dynamic_locator_candidate	
SCRIPT-0050	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	standard_system_paths	apply_standard_system_paths_module	2603	<standard system PATH entries selected by module>	mode	group/other write bits == 0	constraint		dynamic_locator_candidate	
SCRIPT-0051	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	suid_sgid	apply_suid_sgid_module	3488	<detected SUID/SGID files>	owner	root	eq		dynamic_locator_candidate	
SCRIPT-0052	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	suid_sgid	apply_suid_sgid_module	2603	<detected SUID/SGID files>	mode	group/other write bits == 0	constraint		dynamic_locator_candidate	
SCRIPT-0053	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	user_cron_permissions	apply_user_cron_permissions_module	3597	<user cron files selected by module>	mode	group/other write bits == 0	constraint		dynamic_locator_candidate	
SCRIPT-0054	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	home_permissions	apply_home_permissions_module	3667	<eligible user home directories>	mode	0700	eq		dynamic_locator_candidate	
SCRIPT-0055	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	home_permissions	apply_home_permissions_module	3703	<sensitive files in eligible user homes>	mode	group/other bits == 0	constraint		dynamic_locator_candidate	
SCRIPT-0056	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	sudo_command_paths	apply_sudo_command_paths_module	6680	<sudo command executable paths selected by module>	mode	group/other write bits == 0	constraint		dynamic_locator_candidate	
SCRIPT-0057	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	sudo_command_paths	apply_sudo_command_paths_module	6680	<sudo command executable paths selected by module>	owner_group	root:root	eq		dynamic_locator_candidate	
SCRIPT-0058	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	sudo_policy	apply_sudo_policy_module	15597	/etc/sudoers.d/60-securelinux-ng-policy	mode	0440	eq		resolved_candidate	
SCRIPT-0059	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	sudo_policy	apply_sudo_policy_module	15597	/etc/sudoers.d/60-securelinux-ng-policy	owner_group	root:root	eq		resolved_candidate	
SCRIPT-0060	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	ssh_root_login	apply_ssh_root_login_module	7161	/etc/ssh/sshd_config.d/60-securelinux-ng-root-login.conf	mode	0644	eq		resolved_candidate	
SCRIPT-0061	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	ssh_root_login	apply_ssh_root_login_module	7161	/etc/ssh/sshd_config.d/60-securelinux-ng-root-login.conf	owner_group	root:root	eq		resolved_candidate	
SCRIPT-0062	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	ssh_hardening	apply_ssh_hardening_module	7161	/etc/ssh/sshd_config.d/61-securelinux-ng-ssh-hardening.conf	mode	0644	eq		resolved_candidate	
SCRIPT-0063	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	ssh_hardening	apply_ssh_hardening_module	7161	/etc/ssh/sshd_config.d/61-securelinux-ng-ssh-hardening.conf	owner_group	root:root	eq		resolved_candidate	
SCRIPT-0064	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	grub_kernel_params	apply_grub_kernel_params_module	5212	/boot/grub/grub.cfg	mode	0600	eq	profile baseline|strict|paranoid	resolved_candidate	
SCRIPT-0065	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	grub_kernel_params	apply_grub_kernel_params_module	5212	/boot/grub2/grub.cfg	mode	0600	eq	profile baseline|strict|paranoid	resolved_candidate	
SCRIPT-0066	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	systemd_unit_targets	check_systemd_unit_one	15261	/etc/systemd/system/**/<directory candidate>	mode	0755	eq		dynamic_locator_candidate	
SCRIPT-0067	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	systemd_unit_targets	check_systemd_unit_one	15261	/etc/systemd/system/**/<file candidate>	mode	0644	eq		dynamic_locator_candidate	
SCRIPT-0068	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	file-mode-owner	file-mode-owner	systemd_unit_targets	check_systemd_unit_one	15283	/etc/systemd/system/**/<non-symlink candidate>	owner_group	root:root	eq		dynamic_locator_candidate	
SCRIPT-0069	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	systemd	systemd-unit-state	sysctl_network	apply_sysctl_network_module	6493	securelinux-ng-sysctl.service	enabled	true	eq	all profiles	resolved_candidate	
SCRIPT-0070	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	systemd	systemd-unit-state	apparmor	apply_apparmor_module	7800	apparmor.service	enabled	true	eq	strict|paranoid	resolved_candidate	
SCRIPT-0071	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	systemd	systemd-unit-state	apparmor	apply_apparmor_module	7800	apparmor.service	active	true	eq	strict|paranoid	resolved_candidate	
SCRIPT-0072	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	systemd	systemd-unit-state	fail2ban	apply_fail2ban_module	8611	fail2ban.service	enabled	true	eq	paranoid	resolved_candidate	
SCRIPT-0073	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	systemd	systemd-unit-state	fail2ban	apply_fail2ban_module	8611	fail2ban.service	active	true	eq	paranoid	resolved_candidate	
SCRIPT-0074	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	systemd	systemd-unit-state	auditd	apply_auditd_module	10864	auditd.service	enabled	true	eq	all profiles	resolved_candidate	
SCRIPT-0075	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	systemd	systemd-unit-state	auditd	apply_auditd_module	10864	auditd.service	active	true	eq	all profiles	resolved_candidate	
SCRIPT-0076	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	systemd	systemd-unit-state	rsyslog	apply_rsyslog_module	17472	rsyslog.service	enabled	true	eq	all profiles	resolved_candidate	
SCRIPT-0077	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	systemd	systemd-unit-state	rsyslog	apply_rsyslog_module	17472	rsyslog.service	active	true	eq	all profiles	resolved_candidate	
SCRIPT-0078	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	systemd	systemd-unit-state	chrony	apply_chrony_module	17561	chrony.service	enabled	true	eq	all profiles	resolved_candidate	
SCRIPT-0079	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	systemd	systemd-unit-state	chrony	apply_chrony_module	17561	chrony.service	active	true	eq	all profiles	resolved_candidate	
SCRIPT-0080	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	systemd	systemd-unit-state	unattended_upgrades	apply_unattended_upgrades_module	17652	unattended-upgrades.service	enabled	true	eq	all profiles	resolved_candidate	
SCRIPT-0081	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	systemd	systemd-unit-state	unattended_upgrades	apply_unattended_upgrades_module	17652	unattended-upgrades.service	active	true	eq	all profiles	resolved_candidate	
SCRIPT-0082	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	systemd	systemd-unit-state	apport	apply_apport_module	17696	apport.service	enabled	false	eq	all profiles; if unit exists	resolved_candidate	
SCRIPT-0083	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	systemd	systemd-unit-state	apport	apply_apport_module	17696	apport.service	active	false	eq	all profiles; if unit exists	resolved_candidate	
SCRIPT-0084	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	systemd	systemd-unit-state	ufw	apply_ufw_module	9538	ufw.service	enabled	true	eq	firewall apply	resolved_candidate	
SCRIPT-0085	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	systemd	systemd-unit-state	ufw	apply_ufw_module	9467	nftables.service	active	false	eq	conditional: nftables was active/enabled	resolved_candidate	
SCRIPT-0086	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	systemd	systemd-unit-state	ufw	apply_ufw_module	9470	nftables.service	masked	true	eq	conditional: nftables was active/enabled	resolved_candidate	
SCRIPT-0087	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	grub	UNRESOLVED:grub-kernel-param	grub_kernel_params	GRUB_KERNEL_REQUIRED_PARAMS	148	/etc/default/grub	GRUB_CMDLINE_LINUX_DEFAULT::token::init_on_alloc	init_on_alloc=1	token-membership	all profiles	needs_probe_design	Not safely representable as ordinary file-kv equality without collapsing the whole command line.
SCRIPT-0088	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	grub	UNRESOLVED:grub-kernel-param	grub_kernel_params	GRUB_KERNEL_REQUIRED_PARAMS	149	/etc/default/grub	GRUB_CMDLINE_LINUX_DEFAULT::token::slab_nomerge	slab_nomerge	token-membership	all profiles	needs_probe_design	Not safely representable as ordinary file-kv equality without collapsing the whole command line.
SCRIPT-0089	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	grub	UNRESOLVED:grub-kernel-param	grub_kernel_params	GRUB_KERNEL_REQUIRED_PARAMS	150	/etc/default/grub	GRUB_CMDLINE_LINUX_DEFAULT::token::iommu	iommu=force	token-membership	all profiles	needs_probe_design	Not safely representable as ordinary file-kv equality without collapsing the whole command line.
SCRIPT-0090	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	grub	UNRESOLVED:grub-kernel-param	grub_kernel_params	GRUB_KERNEL_REQUIRED_PARAMS	151	/etc/default/grub	GRUB_CMDLINE_LINUX_DEFAULT::token::iommu.strict	iommu.strict=1	token-membership	all profiles	needs_probe_design	Not safely representable as ordinary file-kv equality without collapsing the whole command line.
SCRIPT-0091	f3be8723cd5a2be499e9e8e6370fad712bdec8afd68050f27af6a3e2d6fbc34b	grub	UNRESOLVED:grub-kernel-param	grub_kernel_params	GRUB_KERNEL_REQUIRED_PARAMS	152	/etc/default/grub	GRUB_CMDLINE_LINUX_DEFAULT::token::iommu.passthrough	iommu.passthrough=0	token-membership	all profiles	needs_probe_design	Not safely representable as ordinary file-kv equality without collapsing the whole command line.
