function_id	name	start_line	end_line	segment_sha256	adoption_class	adoption_note
FUNC-0068	check_standard_system_paths_module	3191	3266	56ea23dad0ad32480637277c38df0c1bd7da7db82c74d142277ed015af139e8a	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0069	record_standard_system_paths_check_results	3267	3277	3ceadb19c0faa5763deeef0610f36041a8cec0ae1916cb7f845d068a1bc2492b	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0070	apply_standard_system_paths_module	3278	3358	88d8cf2bed0f436dbe07f1c88435726a49b80b46ab9098b834121845f67f59e8	candidate	named as source_function in SEMANTIC-CANDIDATES.tsv
FUNC-0071	check_suid_sgid_module	3359	3414	b3aa8ab67f28db0bc4006b4dd7b851bb89588a9cae363d3aea4fe0c7c9a5adcc	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0072	record_suid_sgid_check_results	3415	3425	6508862eef3ebe365d0d16bd8bd4f840799206d2e7f34b30655302bd5d277385	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0073	apply_suid_sgid_module	3426	3516	84bd7a326a91ae4f830cdaffb08986b2f093432a194d17951f0fe1d33c3652b5	candidate	named as source_function in SEMANTIC-CANDIDATES.tsv
FUNC-0074	apply_user_cron_permissions_module	3517	3613	f9218538ae1fb1a5609617f713c6889c264c2dc0220c1fba95505879569d1ea3	candidate	named as source_function in SEMANTIC-CANDIDATES.tsv
FUNC-0075	apply_home_permissions_module	3614	3721	96c231f9bc45e66afdce96216322d7f45c88fd2acd490239e4cfc8bd9ad2f5cd	candidate	named as source_function in SEMANTIC-CANDIDATES.tsv
FUNC-0076	preserve_stricter_sysctl_values	3722	3781	9e2f5071fdb2beed43b50f97c1c4c9e5f6f1788fec70635fb0a6f325cc85ab1c	contracted	named as evidence_function in ENGINEERING-CONTRACTS.tsv
FUNC-0077	record_sysctl_runtime_snapshot	3782	3944	711988f7df72aa5908b915b7dffa6b070fd3dc89ca44bb1ff8ae9af57c52d8c9	contracted	named as evidence_function in ENGINEERING-CONTRACTS.tsv
FUNC-0078	restore_sysctl_runtime_snapshot	3945	4344	8cb45d2ed8db0a5e170a39e23b3737675a33789b331b884aec3739ed93f138ca	contracted	named as evidence_function in ENGINEERING-CONTRACTS.tsv
FUNC-0079	check_sysctl_userspace_apport_dropin	4345	4384	a348606d4c67c8d58762c5bf64ee9f36e08f9a5bc1ec268d759ee820594daa10	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0080	apply_sysctl_userspace_apport_dropin	4385	4517	0365174c047af523047ca76bcfbcc97a3c125ebf758c44674f4e8180538b4ae2	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0081	restore_sysctl_userspace_apport_dropin	4518	4558	3c427da1ea222489694399717d597462ed691eb2912264faff1478f7223b7409	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0082	apply_sysctl_userspace_protection_module	4559	4725	65c4141dd2382ad20c97e5726a401a9d762b625b893606b8dea6f1e74deb826e	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0083	restore_sysctl_userspace_protection_module	4726	4747	6593abb3ee061781072ade8fcc973beabf73e9b4ace00a9234cf54fb23808eee	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0084	apply_sysctl_attack_surface_module	4748	4984	afbad8f411ef95d7a24469a3e88edeaafa6e01718f4953f983fc1ee54aaa4cb9	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0085	restore_sysctl_attack_surface_module	4985	4999	4d73f407c1b774def065c1a8d6255bb47019a6a5b6907b0dc46f2c67b7d5f78a	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0086	check_modules_disabled_module	5000	5005	923c48faafe6d9e9d9d33572c2837ea0eee9989c70d270b79068c97d0b37b6b4	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0087	apply_modules_disabled_module	5006	5012	0308092a61bc4f5bc224829e8df2c11f2ef9bb965545d842605252b5e2a90462	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0088	restore_modules_disabled_module	5013	5027	7e9d4ae7d46f5ddde6fe3340113a845bdfa8e416948f1dd3ac49e241fe28bbeb	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0089	apply_grub_kernel_params_module	5028	5219	eebb82aa9b92ea9bec297b8bf96f08745e960de1193dfca8ebf414e4defe807d	candidate	named as source_function in SEMANTIC-CANDIDATES.tsv
FUNC-0090	restore_grub_module	5220	5273	f220d0961344d1ef4ff818002b3f1beaf0d0e0644bcd6219fe5862e26e650c3f	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0091	apply_sysctl_kernel_module	5274	5420	786d22ecf7f8f510653f7ae3a7c89d2c6c4e098ca2413f7879014dc2754f73b8	contracted	named as evidence_function in ENGINEERING-CONTRACTS.tsv
FUNC-0092	restore_sysctl_kernel_module	5421	5435	1b01da4d2473b4d3ae1bbb7b3105a7c4d3d1f48548b47af9b6c765448ec5c07b	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0093	sysctl_network_check_module	5436	5486	91fb38ce1b7adaeee58cd11270312f8a6e06de849dfeb734c99f659d7813cb11	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0094	record_sysctl_network_check_results	5487	5495	f9ccdabc7e188a0a1a340800c140ea8c014a5b22a65a519403d95e543cb2877a	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0095	read_systemd_unit_enabled_state	5496	5530	3e189a1178251916c74447582e470f58f477b04db034813ee36eb5ae23674be1	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0096	read_systemd_unit_active_state	5531	5569	4c5a5288247d6084d070291dcd465a6ef9bd9d9ba164c76cf70991ec4cd15317	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0097	record_manifest_pending_service_transaction	5570	5671	d6a94af2c87ea1abc1a29206532998775ba14455f6719fc6bd4333f0a2fb8cac	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0098	commit_manifest_service_transaction	5672	5751	4b43b4c05b68eb8740db7419e464fbc2839036886ac5c7ff2db0b2d9fdccdfc4	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0099	restore_manifest_service_transaction	5752	5825	831bfd3c50914653fcab8724e3b43c478231a7d51fb816dbfcc17c386d1c9929	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0100	prepare_systemd_service_transaction	5826	5861	dc4fbd64021438165890a31594d204fd4824be811af7225904d71f23490781d3	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0101	commit_systemd_service_transaction	5862	5873	4c97071aeeab2e5c76bd92e712accd20f1dd61f6675cfb3c680a3fa0138d330c	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0102	restore_systemd_unit_exact_state	5874	5969	6ded0dfbe4bb6b6fc96ea1ddd03c9b32dab66eea11c3d8f5cc4a9184d30a701f	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0103	restore_systemd_service_transaction	5970	6015	44fed7fb36472f73dec86cd77c2d43b91ca03378476e3a5f878359670ab0fa58	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0104	record_sysctl_unit_pre_state	6016	6135	122eec08336f1c9ac0fa183aa7dc92314f51a0a4f45e061f678ecb9da3cc4a85	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0105	restore_sysctl_unit_pre_state	6136	6214	0997413fc93bc1c5df291e5ace8416f19a1a9ff67eb2078eca396cded4e3b676	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0106	apply_sysctl_network_module	6215	6517	5ad6bf19f33f7969abc5463ade0dd72a2124fe76a5b042d009a60961b7e97802	candidate	named as source_function in SEMANTIC-CANDIDATES.tsv
FUNC-0107	restore_sysctl_network_module	6518	6615	9da82bb90699e7243231004f208f3c27547af2142f048a3d279633958696ad11	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0108	apply_sudo_command_paths_module	6616	6694	f1740fe416c3ee98bc4fa73fe8e07b1f51709de43942e93e13cc5614885557c8	candidate	named as source_function in SEMANTIC-CANDIDATES.tsv
FUNC-0109	resolve_restore_manifest	6695	6749	e23f2406183db190e4b692ed052f0361ace6f1e7a8f89fc04367fe204cfa9015	contracted	named as evidence_function in ENGINEERING-CONTRACTS.tsv
FUNC-0110	restore_lookup_backup	6750	6807	3a490ac2b1a57f24e595cd972e928d97a16ece4ce23edaceed480a380c9dd29a	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0111	restore_has_created_file	6808	6871	c6b8ba72f3285232068ec3de69a4d1ab663a866bbe176ab2b024e4a2c36a14ea	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0112	restore_has_created_group	6872	6937	2b7dc83b1c622757f8525aec37cf80183b95d55ec45db6dabebb0dfafee46bc7	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0113	restore_file_from_manifest	6938	7020	9caf29630e37a59dad8130b0ce6f8fef764a37c892711c2741f6f4cf3d1ffca1	contracted	named as evidence_function in ENGINEERING-CONTRACTS.tsv
FUNC-0114	restore_ssh_root_login_module	7021	7024	41f9fb3c2d920be4d99289f1cddbebbaed91985950a153380d981cbf20e6ffd1	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0115	check_ssh_hardening_module	7025	7066	cf3434eaa7f4cc29941a8e29c3582ec1e5a4e9a19fdd637f3c9e704b9168d5fe	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0116	rollback_ssh_hardening_target	7067	7091	48074ad56dc31e405db17cbe85a8096e9fd79e38613bbc80e073a47af86ab9b2	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0117	apply_ssh_hardening_module	7092	7273	044ded761beeb58466df2ad0cec00802c13b65abfb2f35575ecca1a42817e0cc	candidate	named as source_function in SEMANTIC-CANDIDATES.tsv
FUNC-0118	restore_ssh_hardening_module	7274	7319	ff7d461575a73fb94e2ce48af1a5c96dbb361ee5aac3c63921660ea39c8e2327	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0119	render_account_audit_report	7320	7435	707be1a2f7d4680c64792ef1fdfff75201943ca75fd07b1282f9407826d1251e	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0120	check_account_audit_module	7436	7476	2ba451a844b42ab1f88efd2366daec3a3ab6890906774da91fb44a119168f0cc	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0121	apply_account_audit_module	7477	7583	1c94e1a5ec5ed2484bc559247e1c5ae8a48e218e291187c4f441ca498ef32d66	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0122	restore_account_audit_module	7584	7623	79286761596774278ee8eacc12ba475f0098c62b2baf7713c58011f5c61713ee	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0123	check_apparmor_module	7624	7645	9eeba56a120ba728f7937d78842677785900d5c84d7547045179a88dd1f99fd6	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0124	pkg_installed	7646	7649	db1d96debfd7bb89a6bf22dc96982fcedce9ae123321786314647af157bef6bc	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0125	check_memory_requirements	7650	7663	0313b7601c76d98e715b6861eaf10c6871f0b52a93ab5cf685c8a084f811b1ed	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0126	apt_lock_owner	7664	7708	7fd015a8e07486acc464508c56c89311198963822a0dc3ff421b88d4375db4e8	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0127	wait_for_dpkg_lock	7709	7744	bde9bb8224f8046d6e5b17d2f63861c8029a0a713e8cf2247d23830dafdd4712	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0128	apt_update_once	7745	7755	f378e9721dd1e59ad158562ac5f26f1564c2947390f9de43fc30487905f4499c	evidence-only	named as source_function in RAW-EVIDENCE.tsv only
FUNC-0129	apply_apparmor_module	7756	7835	c550bc10818245a1b8ae69da11a173661c19cb46a6d8556fdfcd7bb066b6b886	candidate	named as source_function in SEMANTIC-CANDIDATES.tsv
FUNC-0130	restore_apparmor_module	7836	7864	b2ee74662b5736cdc6ac70e2dd023db90d2e9b8396409dfd545fa45e039ea429	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
FUNC-0131	check_aide_module	7865	7880	de6dad445973151a56d8c5f1afe1bf6cc3e09d53ec5470925f2f9fed4ce264fe	pending-review	not yet reviewed for a v3 invariant; absence of a contract is NOT a decision that none is needed
